,famme ,flame x2,Wasser0,Wasser1,Volt,waterpump,Fan_speed,Fuelpump/10,GLOW
1305,"195,36","97,68","49,6","49,6","11,8",50,80,0,0
1306,"193,44","96,72","49,4","49,4","11,8",50,80,0,0
1307,"193,44","96,72","49,1","49,1","11,9",50,80,0,0
1308,"191,53","95,77","48,8","48,8","11,9",50,80,0,0
1309,"187,74","93,87","48,7","48,7","11,8",50,80,0,0
1310,"187,74","93,87","48,6","48,4","11,7",50,80,0,0
1311,"184,00","92,00","48,3","48,2","11,8",50,80,0,0
1312,"180,29","90,15","48,1","47,9","11,8",50,80,0,0
1313,"178,45","89,23","47,8","47,8","11,8",50,80,0,0
1314,"178,45","89,23","47,5","47,5","11,9",50,80,0,0
1315,"174,80","87,40","47,3","47,3","11,8",50,80,0,0
1316,"171,19","85,60","46,8","47,0","11,8",50,80,0,0
1317,"169,40","84,70","46,7","46,8","11,9",50,80,0,0
1318,"165,84","82,92","46,6","46,6","11,8",50,80,0,0
1319,"164,07","82,04","46,3","46,3","11,9",50,80,0,0
1320,"162,32","81,16","46,2","46,0","11,9",50,80,0,0
1321,"158,84","79,42","45,9","45,8","11,8",50,80,0,0
1322,"157,11","78,56","45,2","45,6","11,9",50,80,0,0
1323,"153,68","76,84","45,6","46,4","11,8",50,80,0,0
1324,"151,98","75,99","45,3","45,3","11,7",50,80,0,0
1325,"140,30","70,15","45,2","45,8","11,8",50,80,0,0
1326,"146,92","73,46","45,1","44,9","11,7",50,80,0,0
1327,"145,25","72,63","44,8","44,8","11,8",50,80,0,0
1328,"141,94","70,97","44,4","44,8","11,7",50,80,0,0
1329,"140,30","70,15","44,8","44,6","11,9",50,80,0,0
1330,"138,66","69,33","44,5","44,5","11,7",50,80,0,0
1331,"137,03","68,52","44,4","44,2","11,8",50,80,0,0
1332,"135,42","67,71","44,2","44,1","11,7",50,80,0,0
1333,"133,80","66,90","44,2","44,5","11,8",50,80,0,0
1334,"132,20","66,10","43,9","43,9","11,7",50,80,0,0
1335,"129,02","64,51","43,8","43,8","11,8",50,80,0,0
1336,"129,02","64,51","43,7","43,7","11,8",50,80,0,0
1337,"129,02","64,51","44,5","43,7","11,7",50,80,0,0
1338,"116,59","58,30","43,5","43,5","11,7",50,80,0,0
1339,"122,74","61,37","43,4","43,5","11,8",50,80,0,0
1340,"122,74","61,37","43,4","43,4","11,7",50,80,0,0
1341,"121,20","60,60","43,4","43,4","11,8",50,80,0,0
1342,"83,38","41,69","41,3","41,3","11,8",0,0,0,0
1343,"83,38","41,69","41,3","41,3","11,8",0,0,0,0
1344,"83,38","41,69","41,5","41,5","11,8",0,0,0,0
1345,"83,38","41,69","41,5","41,5","11,8",0,0,0,0
1346,"83,38","41,69","41,6","41,6","11,8",0,0,0,0
1347,"83,38","41,69","41,6","41,6","11,8",0,0,0,0
1348,"83,38","41,69","41,6","41,6","11,8",0,0,0,0
1349,"82,02","41,01","41,6","41,8","11,8",0,0,0,0
1350,"83,38","41,69","41,8","41,8","11,8",0,0,0,0
1351,"83,38","41,69","41,8","41,8","11,8",0,0,0,0
1352,"83,38","41,69","41,8","41,8","11,8",0,0,0,0
1353,"83,38","41,69","41,9","41,8","11,8",0,0,0,0
1354,"83,38","41,69","41,9","41,8","11,8",0,0,0,0
1355,"83,38","41,69","41,9","41,9","11,9",0,0,0,0
1356,"83,38","41,69","41,9","41,9","11,8",0,0,0,0
1357,"83,38","41,69","41,9","41,9","11,8",0,0,0,0
1358,"83,38","41,69","41,9","41,9","11,8",0,0,0,0
1359,"83,38","41,69","41,9","41,9","11,8",0,0,0,0
1360,"83,38","41,69","41,9","42,1","11,8",0,0,0,0
1361,"82,02","41,01","42,1","42,1","11,8",0,0,0,0
1362,"83,38","41,69","42,1","42,1","11,8",0,0,0,0
1363,"83,38","41,69","42,1","42,1","11,8",0,0,0,0
1364,"83,38","41,69","42,1","42,1","11,8",0,0,0,0
1365,"83,38","41,69","42,1","42,1","11,8",0,0,0,0
1366,"83,38","41,69","42,1","42,1","11,8",0,0,0,0
1367,"83,38","41,69","42,1","42,1","11,8",0,0,0,0
1368,"83,38","41,69","42,2","42,2","11,8",0,0,0,0
1369,"83,38","41,69","42,2","42,1","11,8",0,0,0,0
1370,"83,38","41,69","42,2","42,2","11,8",0,0,0,0
1371,"83,38","41,69","42,2","42,2","11,8",0,0,0,0
1372,"83,38","41,69","42,2","42,2","11,8",0,0,0,0
1373,"83,38","41,69","42,2","42,2","11,8",50,0,0,0
1374,"83,38","41,69","42,2","42,2","11,8",50,0,0,0
1375,"83,38","41,69","42,2","42,2","11,8",50,0,0,0
1376,"84,75","42,38","43,1","41,8","11,8",50,50,0,0
1377,"84,75","42,38","42,1","42,1","11,8",50,60,0,0
1378,"84,75","42,38","42,1","42,1","11,8",50,60,0,0
1379,"84,75","42,38","41,8","42,1","11,8",50,60,0,0
1380,"84,75","42,38","41,9","41,9","11,8",50,60,0,0
1381,"82,02","41,01","42,1","41,8","11,8",50,60,0,0
1382,"84,75","42,38","41,8","41,8","11,8",50,60,0,0
1383,"82,02","41,01","41,9","41,9","11,7",50,60,0,0
1384,"82,02","41,01","41,9","41,8","11,7",50,60,0,0
1385,"83,38","41,69","41,6","41,6","11,7",50,60,0,0
1386,"83,38","41,69","41,6","41,6","11,7",50,60,0,0
1387,"83,38","41,69","41,6","41,8","11,7",50,60,0,0
1388,"83,38","41,69","41,6","41,5","11,8",50,60,0,0
1389,"83,38","41,69","41,6","41,5","11,7",50,60,0,0
1390,"82,02","41,01","42,1","41,6","11,7",50,60,0,0
1391,"80,66","40,33","41,2","41,6","11,7",50,60,0,0
1392,"82,02","41,01","41,5","42,1","11,7",50,60,0,0
1393,"82,02","41,01","41,5","41,5","11,8",50,60,0,0
1394,"82,02","41,01","42,1","41,5","11,8",50,60,0,0
1395,"79,31","39,66","41,2","41,5","11,7",50,60,0,0
1396,"80,66","40,33","42,1","41,5","11,8",50,60,0,0
1397,"80,66","40,33","41,5","41,3","11,7",50,60,0,0
1398,"80,66","40,33","42,1","41,3","11,8",50,60,0,0
1399,"80,66","40,33","41,3","41,3","11,8",50,60,0,0
1400,"79,31","39,66","41,3","41,3","11,7",50,60,0,0
1401,"80,66","40,33","41,3","41,3","11,8",50,60,0,0
1402,"79,31","39,66","41,3","41,3","11,9",50,60,0,0
1403,"79,31","39,66","41,3","41,9","11,7",50,60,0,0
1404,"79,31","39,66","41,3","41,9","11,7",50,60,0,0
1405,"77,96","38,98","41,3","41,3","11,8",50,60,0,0
1406,"79,31","39,66","41,2","41,9","11,7",50,60,0,0
1407,"76,62","38,31","41,3","41,3","11,7",50,60,0,0
1408,"76,62","38,31","41,3","41,9","11,7",50,60,0,0
1409,"76,62","38,31","41,3","41,9","11,8",50,60,0,0
1410,"76,62","38,31","41,2","41,2","11,7",50,60,0,0
1411,"75,28","37,64","41,3","41,3","11,8",50,60,0,0
1412,"75,28","37,64","41,0","40,9","11,8",50,60,0,0
1413,"75,28","37,64","41,2","41,2","11,8",50,60,0,0
1414,"73,95","36,98","41,3","41,2","11,7",50,60,0,0
1415,"73,95","36,98","41,3","41,0","11,8",50,60,0,0
1416,"73,95","36,98","41,0","41,2","11,7",50,60,0,0
1417,"73,95","36,98","41,0","41,2","11,7",50,60,0,0
1418,"72,63","36,32","41,2","41,2","11,7",50,60,0,0
1419,"72,63","36,32","41,2","41,2","11,7",50,60,0,0
1420,"72,63","36,32","41,2","41,2","11,7",50,60,0,0
1421,"72,63","36,32","41,2","41,2","11,7",50,60,0,0
1422,"71,31","35,66","41,0","41,2","11,7",50,60,0,0
1423,"72,63","36,32","41,0","41,2","11,7",50,60,0,0
1424,"71,31","35,66","41,2","41,2","11,7",50,60,0,0
1425,"71,31","35,66","41,0","41,0","11,8",50,60,0,0
1426,"70,00","35,00","40,9","41,2","11,7",50,60,0,0
1427,"70,00","35,00","41,0","40,9","11,8",50,60,0,0
1428,"70,00","35,00","41,0","40,9","11,9",50,60,0,0
1429,"70,00","35,00","41,3","41,8","11,7",50,60,0,0
1430,"70,00","35,00","40,9","41,0","11,6",50,60,0,0
1431,"68,70","34,35","40,9","41,0","11,7",50,60,0,0
1432,"68,70","34,35","41,0","41,0","11,8",50,60,0,0
1433,"68,70","34,35","41,0","40,9","11,8",50,60,0,0
1434,"68,70","34,35","40,9","41,0","11,7",50,60,0,0
1435,"68,70","34,35","40,9","41,0","11,7",50,60,0,0
1436,"67,40","33,70","41,0","40,9","11,8",50,60,0,0
1437,"67,40","33,70","41,0","40,9","11,8",50,60,0,0
1438,"66,10","33,05","40,9","41,0","11,6",50,60,0,0
1439,"66,10","33,05","41,0","41,2","11,6",50,60,0,0
1440,"66,10","33,05","41,0","40,9","11,7",50,60,0,0
1441,"66,10","33,05","40,9","41,0","11,6",50,60,0,0
1442,"64,82","32,41","41,2","41,2","11,7",50,60,0,0
1443,"64,82","32,41","40,9","41,0","11,6",50,60,0,0
1444,"66,10","33,05","41,0","40,9","11,8",50,60,0,0
1445,"66,10","33,05","40,9","41,0","11,7",50,60,0,0
1446,"63,53","31,77","41,0","40,9","11,8",50,60,0,0
1447,"64,82","32,41","41,0","40,9","11,8",50,60,0,0
1448,"64,82","32,41","41,0","40,9","11,8",50,60,0,0
1449,"64,82","32,41","40,9","41,0","11,7",50,60,0,0
1450,"64,82","32,41","41,0","41,0","11,8",50,60,0,0
1451,"63,53","31,77","41,0","41,0","11,8",50,60,0,0
1452,"63,53","31,77","40,9","41,0","11,7",50,60,0,0
1453,"63,53","31,77","40,5","41,0","11,7",50,60,0,0
1454,"60,99","30,50","41,0","41,0","11,8",50,60,0,0
1455,"63,53","31,77","41,0","41,0","11,7",50,60,0,0
1456,"62,26","31,13","41,0","41,0","11,7",50,60,0,0
1457,"62,26","31,13","40,9","41,0","11,7",50,60,0,0
1458,"62,26","31,13","41,0","40,9","11,8",50,60,0,0
1459,"62,26","31,13","40,9","41,0","11,7",50,60,0,0
1460,"62,26","31,13","40,9","41,0","11,7",50,60,0,0
1461,"62,26","31,13","41,0","40,9","11,8",50,60,0,0
1462,"62,26","31,13","40,9","41,0","11,7",50,60,0,0
1463,"60,99","30,50","40,5","41,2","11,6",50,60,0,0
1464,"60,99","30,50","41,0","41,2","11,7",50,60,0,0
1465,"60,99","30,50","41,0","41,0","11,7",50,60,0,0
1466,"60,99","30,50","40,9","41,0","11,7",50,60,0,0
1467,"60,99","30,50","40,5","41,0","11,7",50,60,0,0
1468,"59,72","29,86","41,2","41,0","11,7",50,60,0,0
1469,"60,99","30,50","41,0","41,0","11,7",50,60,0,0
1470,"60,99","30,50","41,2","40,5","11,7",50,60,0,0
1471,"59,72","29,86","40,5","41,0","11,6",50,60,0,0
1472,"59,72","29,86","40,5","41,0","11,7",50,60,0,0
1473,"59,72","29,86","41,0","40,9","11,8",50,60,0,0
1474,"59,72","29,86","41,0","40,9","11,7",50,60,0,0
1475,"59,72","29,86","41,0","41,0","11,7",50,60,0,0
1476,"58,46","29,23","41,0","41,2","11,7",50,60,0,0
1477,"58,46","29,23","40,9","41,0","11,6",50,60,0,0
1478,"58,46","29,23","40,9","41,0","11,7",50,60,0,0
1479,"57,21","28,61","41,0","40,9","11,8",50,60,0,0
1480,"58,46","29,23","41,0","40,9","11,8",50,60,0,0
1481,"58,46","29,23","40,9","41,0","11,6",50,60,0,0
1482,"58,46","29,23","40,9","41,0","11,7",50,60,0,0
1483,"58,46","29,23","41,0","40,9","11,8",50,60,0,0
1484,"57,21","28,61","40,9","41,0","11,6",50,60,0,0
1485,"58,46","29,23","40,9","41,0","11,7",50,60,0,0
1486,"57,21","28,61","40,9","41,2","11,6",50,60,0,0
1487,"57,21","28,61","40,9","41,0","11,7",50,60,0,0
1488,"57,21","28,61","41,0","40,9","11,8",50,60,0,0
1489,"57,21","28,61","41,0","40,9","11,8",50,60,0,0
1490,"57,21","28,61","41,0","40,9","11,8",50,60,0,0
1491,"57,21","28,61","40,9","41,0","11,7",50,60,0,0
1492,"57,21","28,61","41,0","41,0","11,6",50,60,0,0
1493,"55,96","27,98","40,5","41,0","11,6",50,60,0,0
1494,"55,96","27,98","41,0","41,0","11,6",50,60,0,0
1495,"55,96","27,98","40,5","41,0","11,6",50,60,0,0
1496,"55,96","27,98","40,5","41,0","11,7",50,60,0,0
1497,"55,96","27,98","40,9","40,7","11,8",0,0,0,0
1498,"55,96","27,98","40,9","40,7","11,8",0,0,0,0
1499,"55,96","27,98","40,9","40,9","11,8",0,0,0,0
1500,"55,96","27,98","40,9","40,9","11,8",0,0,0,0
1501,"55,96","27,98","40,9","40,7","11,8",0,0,0,0
1502,"55,96","27,98","40,9","40,9","11,7",0,0,0,0
1503,"55,96","27,98","40,9","40,9","11,8",0,0,0,0
1504,"55,96","27,98","40,9","40,7","11,8",0,0,0,0
1505,"55,96","27,98","40,9","40,7","11,7",0,20,"15,4",50
1506,"57,21","28,61","40,9","40,9","11,8",0,20,"7,7",50
1507,"55,96","27,98","40,7","40,7","11,7",0,20,"7,7",50
1508,"57,21","28,61","40,7","40,7","11,8",0,20,"7,7",50
1509,"57,21","28,61","40,5","41,3","11,7",0,20,"7,7",50
1510,"57,21","28,61","41,0","40,5","11,7",0,20,"7,7",50
1511,"57,21","28,61","41,0","40,5","11,8",0,20,"7,7",50
1512,"57,21","28,61","40,7","40,7","11,8",0,20,"7,7",50
1513,"58,46","29,23","40,7","40,7","11,8",0,20,"7,7",50
1514,"57,21","28,61","41,2","40,5","11,8",0,20,"7,7",50
1515,"57,21","28,61","40,5","41,2","11,8",0,20,"7,7",50
1516,"58,46","29,23","40,5","41,2","11,8",0,20,"7,7",50
1517,"58,46","29,23","40,9","40,5","11,8",0,20,"15,4",50
1518,"58,46","29,23","41,0","40,5","11,8",0,20,"15,4",50
1519,"58,46","29,23","40,7","40,7","11,7",50,20,"15,4",50
1520,"58,46","29,23","40,7","40,7","11,8",50,20,"15,4",50
1521,"58,46","29,23","40,7","40,7","11,7",50,20,"15,4",50
1522,"58,46","29,23","41,0","40,7","11,7",50,20,"15,4",50
1523,"58,46","29,23","40,7","40,7","11,8",50,20,"15,4",50
1524,"58,46","29,23","40,4","40,5","11,8",50,20,"15,4",50
1525,"58,46","29,23","40,9","40,5","11,7",50,20,"15,4",50
1526,"58,46","29,23","40,4","40,5","11,7",50,20,"15,4",50
1527,"58,46","29,23","40,9","40,2","11,7",50,20,"15,4",50
1528,"57,21","28,61","40,4","40,4","11,7",50,20,"15,4",50
1529,"58,46","29,23","40,4","40,9","11,7",50,20,"15,4",50
1530,"58,46","29,23","40,4","40,4","11,8",50,20,"15,4",50
1531,"58,46","29,23","40,4","40,4","11,7",50,20,"15,4",50
1532,"58,46","29,23","40,4","40,2","11,7",50,20,"15,4",50
1533,"58,46","29,23","40,9","40,2","11,8",50,20,"15,4",50
1534,"59,72","29,86","40,2","40,4","11,7",50,21,"15,4",50
1535,"58,46","29,23","40,4","40,2","11,7",50,23,"16,9",50
1536,"58,46","29,23","40,2","40,2","11,7",50,24,"16,9",50
1537,"58,46","29,23","40,2","40,5","11,7",50,25,"16,9",50
1538,"58,46","29,23","40,1","40,2","11,7",50,26,"16,9",50
1539,"58,46","29,23","40,2","40,2","11,7",50,27,"16,9",50
1540,"58,46","29,23","40,4","40,2","11,7",50,28,"16,9",50
1541,"59,72","29,86","40,2","40,2","11,7",50,29,"16,9",50
1542,"59,72","29,86","40,5","40,4","11,7",50,30,"16,9",50
1543,"59,72","29,86","40,4","40,4","11,7",50,30,"16,9",50
1544,"59,72","29,86","40,4","40,5","11,7",50,31,"16,9",50
1545,"60,99","30,50","40,4","40,5","11,7",50,32,"16,9",50
1546,"62,26","31,13","40,5","40,5","11,8",50,33,"17,6",50
1547,"62,26","31,13","40,5","40,2","11,7",50,34,"17,6",50
1548,"63,53","31,77","40,7","40,7","11,7",50,35,"17,6",50
1549,"60,99","30,50","40,9","40,9","11,7",50,36,"18,1",50
1550,"64,82","32,41","40,9","41,0","11,7",50,37,"18,5",50
1551,"66,10","33,05","41,0","41,0","11,7",50,38,"19,1",50
1552,"66,10","33,05","40,9","41,0","11,7",50,38,"19,6",50
1553,"63,53","31,77","41,2","41,0","11,8",50,38,20,50
1554,"66,10","33,05","41,3","41,3","11,7",50,38,"20,2",50
1555,"70,00","35,00","41,3","41,2","11,7",50,40,"23,1",50
1556,"71,31","35,66","41,5","41,5","11,7",50,41,"24,8",0
1557,"72,63","36,32","41,6","41,6","11,7",50,42,"26,5",0
1558,"73,95","36,98","42,1","41,5","11,7",50,42,"28,4",0
1559,"75,28","37,64","41,9","41,9","11,8",50,44,"33,5",0
1560,"76,62","38,31","42,1","42,1","11,7",50,44,"35,6",0
1561,"77,96","38,98","42,2","42,1","11,7",50,45,"35,6",0
1562,"79,31","39,66","42,2","42,2","11,7",50,46,"35,6",0
1563,"82,02","41,01","42,3","42,3","11,7",50,49,"35,6",0
1564,"83,38","41,69","42,5","42,5","11,7",50,50,"35,6",0
1565,"84,75","42,38","42,6","42,6","11,7",50,51,"35,6",0
1566,"86,13","43,07","42,8","42,8","11,7",50,51,"35,6",0
1567,"88,91","44,46","43,1","42,9","11,7",50,52,"35,6",0
1568,"91,71","45,86","42,9","43,4","11,7",50,54,"35,6",0
1569,"93,12","46,56","43,4","43,4","11,6",50,56,"35,6",0
1570,"95,96","47,98","43,5","43,8","11,7",50,57,"35,6",0
1571,"97,39","48,70","44,4","43,7","11,6",50,58,"35,6",0
1572,"98,82","49,41","44,5","43,8","11,6",50,59,"35,6",0
1573,"101,71","50,86","44,2","43,9","11,7",50,59,"36,5",0
1574,"104,63","52,32","44,2","44,2","11,8",50,60,"37,7",0
1575,"107,58","53,79","44,4","44,4","11,7",50,62,"38,2",0
1576,"109,06","54,53","44,5","44,5","11,7",50,63,"39,2",0
1577,"112,05","56,03","44,8","44,6","11,6",50,64,"39,7",0
1578,"113,56","56,78","44,9","44,8","11,7",50,65,"40,4",0
1579,"116,59","58,30","44,9","44,9","11,7",50,66,"41,1",0
1580,"118,12","59,06","45,1","45,1","11,6",50,67,"41,8",0
1581,"121,20","60,60","44,9","45,1","11,6",50,67,"42,5",0
1582,"124,30","62,15","45,3","45,1","11,6",50,68,"43,2",0
1583,"124,30","62,15","45,3","45,3","11,7",50,69,"43,8",0
1584,"127,44","63,72","45,3","45,5","11,7",50,70,"44,5",0
1585,"129,02","64,51","45,3","45,5","11,7",50,70,"45,2",0
1586,"130,61","65,31","45,6","45,6","11,6",50,71,"45,9",0
1587,"132,20","66,10","45,6","45,6","11,7",50,72,"46,6",0
1588,"135,42","67,71","45,8","45,8","11,7",50,73,"47,3",0
1589,"137,03","68,52","45,9","45,8","11,7",50,73,"47,9",0
1590,"138,66","69,33","45,9","45,9","11,6",50,74,"48,6",0
1591,"140,30","70,15","46,6","45,9","11,7",50,75,"49,3",0
1592,"141,94","70,97","46,0","45,9","11,6",50,76,50,0
1593,"143,59","71,80","46,0","46,0","11,6",50,77,"50,7",0
1594,"145,25","72,63","46,2","46,2","11,6",50,77,"51,4",0
1595,"146,92","73,46","46,2","46,2","11,6",50,78,"52,1",0
1596,"148,60","74,30","47,0","46,0","11,6",50,79,"52,8",0
1597,"150,28","75,14","46,3","46,2","11,7",50,80,"53,5",0
1598,"151,98","75,99","46,4","46,4","11,6",50,80,"54,2",0
1599,"153,68","76,84","46,4","46,4","11,5",50,81,"54,8",0
1600,"157,11","78,56","46,6","46,4","11,7",50,81,"55,5",0
1601,"157,11","78,56","46,6","46,4","11,7",50,81,"55,5",0
1602,"157,11","78,56","46,7","46,7","11,7",50,81,"55,5",0
1603,"158,84","79,42","46,8","46,7","11,6",50,81,"55,5",0
1604,"162,32","81,16","46,8","46,8","11,6",50,81,"55,5",0
1605,"164,07","82,04","47,0","46,8","11,6",50,81,"55,5",0
1606,"165,84","82,92","47,0","47,0","11,6",50,81,"55,5",0
1607,"165,84","82,92","47,1","47,1","11,6",50,81,"55,5",0
1608,"167,61","83,81","47,3","46,8","11,6",50,81,"55,5",0
1609,"164,07","82,04","47,7","48,1","11,6",50,81,"55,5",0
1610,"171,19","85,60","47,4","47,4","11,5",50,81,"55,5",0
1611,"172,99","86,50","47,1","47,4","11,6",50,81,"55,5",0
1612,"172,99","86,50","47,5","47,5","11,5",50,81,"55,5",0
1613,"172,99","86,50","47,5","47,5","11,6",50,81,"55,5",0
1614,"178,45","89,23","47,9","47,5","11,6",50,81,"55,5",0
1615,"176,62","88,31","47,7","47,5","11,5",50,81,"55,5",0
1616,"178,45","89,23","47,7","47,8","11,7",50,81,"55,5",0
1617,"178,45","89,23","47,7","47,7","11,6",50,81,"55,5",0
1618,"180,29","90,15","47,7","47,8","11,8",50,81,"55,5",0
1619,"180,29","90,15","47,7","47,7","11,6",50,81,"55,5",0
1620,"182,14","91,07","47,7","47,8","11,7",50,81,"55,5",0
1621,"182,14","91,07","47,7","47,9","11,8",50,81,"55,5",0
1622,"182,14","91,07","47,7","48,1","11,7",50,81,"55,5",0
1623,"184,00","92,00","47,8","47,9","11,7",50,81,"55,5",0
1624,"185,87","92,94","47,8","47,9","11,7",50,81,"55,5",0
1625,"185,87","92,94","47,8","47,9","11,7",50,80,0,0
1626,"185,87","92,94","47,9","47,8","11,6",50,80,0,0
1627,"185,87","92,94","47,8","47,9","11,7",50,80,0,0
1628,"187,74","93,87","48,1","48,1","11,6",50,80,0,0
1629,"187,74","93,87","47,9","47,9","11,7",50,80,0,0
1630,"187,74","93,87","48,1","48,6","11,6",50,80,0,0
1631,"187,74","93,87","47,8","47,8","11,7",50,80,0,0
1632,"187,74","93,87","47,9","47,8","11,6",50,80,0,0
1633,"178,45","89,23","47,8","47,5","11,6",50,80,0,0
1634,"184,00","92,00","47,5","47,5","11,6",50,80,0,0
1635,"184,00","92,00","47,4","47,1","11,6",50,80,0,0
1636,"182,14","91,07","47,1","47,3","11,7",50,80,0,0
1637,"180,29","90,15","47,0","46,8","11,6",50,80,0,0
1638,"178,45","89,23","46,7","46,6","11,6",50,80,0,0
1639,"174,80","87,40","46,3","46,3","11,6",50,80,0,0
1640,"174,80","87,40","46,2","46,2","11,6",50,80,0,0
1641,"171,19","85,60","45,9","45,8","11,6",50,80,0,0
1642,"171,19","85,60","45,6","45,6","11,7",50,80,0,0
1643,"167,61","83,81","45,3","45,3","11,5",50,80,0,0
1644,"164,07","82,04","45,2","45,9","11,6",50,80,0,0
1645,"164,07","82,04","44,8","44,8","11,7",50,80,5,0
1646,"160,57","80,29","44,6","44,6","11,5",50,80,25,0
1647,"157,11","78,56","44,5","45,3","11,6",50,80,40,0
1648,"155,39","77,70","44,2","44,2","11,7",50,80,40,0
1649,"151,98","75,99","43,9","43,9","11,5",50,80,45,0
1650,"150,28","75,14","43,8","43,8","11,6",50,80,45,0
1651,"148,60","74,30","43,5","43,5","11,5",50,80,45,0
1652,"146,92","73,46","43,4","43,4","11,6",50,80,45,0
1653,"145,25","72,63","43,2","43,2","11,5",50,80,45,0
1654,"143,59","71,80","43,2","43,1","11,6",50,80,45,0
1655,"143,59","71,80","43,1","43,1","11,6",50,80,45,0
1656,"141,94","70,97","42,3","43,1","11,5",50,80,45,0
1657,"141,94","70,97","43,1","43,1","11,7",50,80,45,0
1658,"141,94","70,97","43,1","43,1","11,5",50,80,45,0
1659,"141,94","70,97","43,1","43,1","11,6",50,80,45,0
1660,"141,94","70,97","43,2","43,1","11,6",50,80,45,0
1661,"143,59","71,80","43,2","43,2","11,6",50,80,45,0
1662,"143,59","71,80","43,4","43,2","11,6",50,80,45,0
1663,"143,59","71,80","43,4","43,4","11,5",50,80,45,0
1664,"143,59","71,80","43,5","43,5","11,6",50,80,45,0
1665,"145,25","72,63","43,7","43,7","11,7",50,80,45,0
1666,"145,25","72,63","43,8","43,7","11,5",50,80,45,0
1667,"148,60","74,30","43,8","43,5","11,5",50,80,45,0
1668,"146,92","73,46","43,9","43,9","11,6",50,80,45,0
1669,"138,66","69,33","44,1","43,5","11,6",50,80,45,0
1670,"150,28","75,14","44,2","44,2","11,5",50,80,45,0
1671,"151,98","75,99","44,4","44,2","11,5",50,80,45,0
1672,"151,98","75,99","44,4","44,4","11,6",50,80,45,0
1673,"143,59","71,80","44,5","44,6","11,5",50,80,45,0
1674,"155,39","77,70","44,6","44,5","11,5",50,80,45,0
1675,"145,25","72,63","44,6","45,5","11,6",50,80,45,0
1676,"157,11","78,56","44,8","44,6","11,6",50,80,45,0
1677,"158,84","79,42","44,8","44,8","11,5",50,80,45,0
1678,"160,57","80,29","44,8","44,8","11,7",50,80,45,0
1679,"158,84","79,42","44,8","44,9","11,7",50,80,45,0
1680,"160,57","80,29","44,9","45,1","11,7",50,80,45,0
1681,"151,98","75,99","45,2","45,3","11,5",50,80,45,0
1682,"162,32","81,16","45,1","45,2","11,7",50,80,45,0
1683,"165,84","82,92","45,2","44,9","11,6",50,80,45,0
1684,"164,07","82,04","45,3","45,3","11,7",50,80,45,0
1685,"165,84","82,92","45,3","45,2","11,6",50,80,45,0
1686,"165,84","82,92","45,3","45,3","11,6",50,80,45,0
1687,"169,40","169,40","45,5","45,5","11,6",50,80,45,0
1688,"167,61","167,61","45,5","45,6","11,6",50,80,45,0
1689,"167,61","167,61","45,6","46,4","11,7",50,80,45,0
1690,"169,40","169,40","45,6","45,6","11,6",50,80,45,0
1691,"164,07","164,07","45,8","45,6","11,6",50,80,45,0
1692,"169,40","169,40","45,6","45,6","11,5",50,80,45,0
1693,"171,19","171,19","45,8","45,5","11,5",50,80,45,0
1694,"171,19","85,60","45,5","45,8","11,6",50,80,45,0
1695,"171,19","85,60","45,6","45,8","11,7",50,80,45,0
1696,"172,99","86,50","45,8","45,8","11,6",50,80,45,0
1697,"167,61","83,81","45,8","45,9","11,6",50,80,45,0
1698,"172,99","86,50","45,9","45,8","11,5",50,80,45,0
1699,"174,80","87,40","45,8","46,7","11,6",50,80,45,0
1700,"174,80","87,40","46,2","46,7","11,5",50,80,45,0
1701,"165,84","82,92","45,8","46,2","11,5",50,80,45,0
1702,"176,62","88,31","46,0","45,8","11,7",50,80,45,0
1703,"176,62","88,31","46,0","46,0","11,5",50,80,45,0
1704,"176,62","88,31","46,2","46,0","11,5",50,80,45,0
1705,"172,99","86,50","46,2","46,3","11,6",50,80,45,0
1706,"171,19","85,60","46,2","46,3","11,5",50,80,45,0
1707,"178,45","89,23","46,2","46,2","11,7",50,80,45,0
1708,"180,29","90,15","46,2","45,8","11,6",50,80,45,0
1709,"178,45","89,23","46,3","46,3","11,6",50,80,45,0
1710,"180,29","90,15","46,3","46,4","11,6",50,80,45,0
1711,"180,29","90,15","46,3","46,3","11,6",50,80,45,0
1712,"180,29","90,15","46,4","46,4","11,6",50,80,45,0
1713,"182,14","91,07","46,4","46,7","11,6",50,80,45,0
1714,"182,14","91,07","46,4","46,4","11,5",50,80,45,0
1715,"182,14","91,07","46,7","47,3","11,5",50,80,45,0
1716,"182,14","91,07","46,7","47,3","11,5",50,80,45,0
1717,"182,14","91,07","46,4","46,4","11,5",50,80,45,0
1718,"180,29","90,15","46,6","46,4","11,5",50,80,45,0
1719,"182,14","91,07","46,3","47,3","11,7",50,80,45,0
1720,"184,00","92,00","46,4","46,6","11,6",50,80,45,0
1721,"176,62","88,31","46,6","46,8","11,5",50,80,45,0
1722,"184,00","92,00","46,0","46,6","11,6",50,80,45,0
1723,"184,00","92,00","46,6","46,4","11,6",50,80,45,0
1724,"184,00","92,00","46,7","46,7","11,6",50,80,45,0
1725,"185,87","92,94","46,7","46,7","11,6",50,80,45,0
1726,"180,29","90,15","46,7","46,7","11,5",50,80,45,0
1727,"185,87","92,94","46,7","46,7","11,5",50,80,45,0
1728,"174,80","87,40","46,7","46,8","11,5",50,80,45,0
